Site,Date,Time,Time Zone,Measurement (MWh/h),Forecast (MWh/h),Uncertainty lower bound (MWh/h),Uncertainty upper bound (MWh/h)
Vermont (Billing Load),2017-04-02,20:00:00,EDT,,,,
Vermont (Billing Load),2017-04-02,21:00:00,EDT,,,,
Vermont (Billing Load),2017-04-02,22:00:00,EDT,,,,
Vermont (Billing Load),2017-04-02,23:00:00,EDT,,,,
Vermont (Billing Load),2017-04-03,00:00:00,EDT,,,,
Vermont (Billing Load),2017-04-03,01:00:00,EDT,,,,
Vermont (Billing Load),2017-04-03,02:00:00,EDT,,,,
Vermont (Billing Load),2017-04-03,03:00:00,EDT,,,,
Vermont (Billing Load),2017-04-03,04:00:00,EDT,,,,
Vermont (Billing Load),2017-04-03,05:00:00,EDT,,0.02188,0.02188,0.02188
Vermont (Billing Load),2017-04-03,06:00:00,EDT,,0.02195,0.02195,0.02195
Vermont (Billing Load),2017-04-03,07:00:00,EDT,,1.16495,1.16495,1.16495
Vermont (Billing Load),2017-04-03,08:00:00,EDT,,18.38144,11.44547,25.31742
Vermont (Billing Load),2017-04-03,09:00:00,EDT,,58.99195,44.63587,73.34803
Vermont (Billing Load),2017-04-03,10:00:00,EDT,,77.38872,62.21044,92.56699
Vermont (Billing Load),2017-04-03,11:00:00,EDT,,92.97059,74.74835,111.19283
Vermont (Billing Load),2017-04-03,12:00:00,EDT,,137.65692,110.67617,164.63768
Vermont (Billing Load),2017-04-03,13:00:00,EDT,,158.64736,127.55248,189.74225
Vermont (Billing Load),2017-04-03,14:00:00,EDT,,156.7386,126.01783,187.45936
Vermont (Billing Load),2017-04-03,15:00:00,EDT,,144.06198,115.82583,172.29813
Vermont (Billing Load),2017-04-03,16:00:00,EDT,,124.99176,100.49337,149.49014
Vermont (Billing Load),2017-04-03,17:00:00,EDT,,88.47668,71.13525,105.8181
Vermont (Billing Load),2017-04-03,18:00:00,EDT,,56.86034,44.42599,69.29468
Vermont (Billing Load),2017-04-03,19:00:00,EDT,,11.84731,7.03693,16.65769
Vermont (Billing Load),2017-04-03,20:00:00,EDT,,0.16016,0.16016,0.16016
Vermont (Billing Load),2017-04-03,21:00:00,EDT,,0.08971,0.08971,0.08971
Vermont (Billing Load),2017-04-03,22:00:00,EDT,,0.08975,0.08975,0.08975
Vermont (Billing Load),2017-04-03,23:00:00,EDT,,0.08977,0.08977,0.08977
Vermont (Billing Load),2017-04-04,00:00:00,EDT,,0.0898,0.0898,0.0898
Vermont (Billing Load),2017-04-04,01:00:00,EDT,,0.08983,0.08983,0.08983
Vermont (Billing Load),2017-04-04,02:00:00,EDT,,0.08986,0.08986,0.08986
Vermont (Billing Load),2017-04-04,03:00:00,EDT,,0.08988,0.08988,0.08988
Vermont (Billing Load),2017-04-04,04:00:00,EDT,,0.08988,0.08988,0.08988
Vermont (Billing Load),2017-04-04,05:00:00,EDT,,0.08003,0.08003,0.08003
Vermont (Billing Load),2017-04-04,06:00:00,EDT,,0.08066,0.08066,0.08066
Vermont (Billing Load),2017-04-04,07:00:00,EDT,,0.47676,0.47676,0.47676
Vermont (Billing Load),2017-04-04,08:00:00,EDT,,3.80068,0.95017,6.88079
Vermont (Billing Load),2017-04-04,09:00:00,EDT,,8.32267,3.51207,13.13327
Vermont (Billing Load),2017-04-04,10:00:00,EDT,,13.99172,8.09802,19.88542
Vermont (Billing Load),2017-04-04,11:00:00,EDT,,19.54486,12.23219,26.85753
Vermont (Billing Load),2017-04-04,12:00:00,EDT,,23.88836,14.994,32.78271
Vermont (Billing Load),2017-04-04,13:00:00,EDT,,29.31415,18.16695,40.46135
Vermont (Billing Load),2017-04-04,14:00:00,EDT,,31.22372,19.27798,43.16947
Vermont (Billing Load),2017-04-04,15:00:00,EDT,,28.99116,17.96888,40.01345
Vermont (Billing Load),2017-04-04,16:00:00,EDT,,21.64006,12.05425,31.22587
Vermont (Billing Load),2017-04-04,17:00:00,EDT,,13.74965,7.81208,19.68722
Vermont (Billing Load),2017-04-04,18:00:00,EDT,,7.34039,3.64501,11.03578
Vermont (Billing Load),2017-04-04,19:00:00,EDT,,2.26556,0.72949,3.80163
Vermont (Billing Load),2017-04-04,20:00:00,EDT,,0.11745,0.11745,0.11745
Vermont (Billing Load),2017-04-04,21:00:00,EDT,,0.09009,0.09009,0.09009
Vermont (Billing Load),2017-04-04,22:00:00,EDT,,0.09022,0.09022,0.09022
Vermont (Billing Load),2017-04-04,23:00:00,EDT,,0.09046,0.09046,0.09046
Vermont (Billing Load),2017-04-05,00:00:00,EDT,,0.0905,0.0905,0.0905
Vermont (Billing Load),2017-04-05,01:00:00,EDT,,0.0905,0.0905,0.0905
Vermont (Billing Load),2017-04-05,02:00:00,EDT,,0.0905,0.0905,0.0905
Vermont (Billing Load),2017-04-05,03:00:00,EDT,,0.09047,0.09047,0.09047
Vermont (Billing Load),2017-04-05,04:00:00,EDT,,0.09041,0.09041,0.09041
Vermont (Billing Load),2017-04-05,05:00:00,EDT,,0.07341,0.07341,0.07341
Vermont (Billing Load),2017-04-05,06:00:00,EDT,,0.07518,0.07518,0.07518
Vermont (Billing Load),2017-04-05,07:00:00,EDT,,0.41071,0.41071,0.41071
Vermont (Billing Load),2017-04-05,08:00:00,EDT,,3.10579,1.49756,4.71403
Vermont (Billing Load),2017-04-05,09:00:00,EDT,,6.9479,3.81183,10.08397
Vermont (Billing Load),2017-04-05,10:00:00,EDT,,10.64148,6.61742,14.66554
Vermont (Billing Load),2017-04-05,11:00:00,EDT,,13.52511,8.33116,18.71906
Vermont (Billing Load),2017-04-05,12:00:00,EDT,,20.07176,10.94682,29.1967
Vermont (Billing Load),2017-04-05,13:00:00,EDT,,28.34489,16.44355,40.24623
Vermont (Billing Load),2017-04-05,14:00:00,EDT,,33.24321,18.65837,47.82805
Vermont (Billing Load),2017-04-05,15:00:00,EDT,,34.77295,19.5463,49.99961
Vermont (Billing Load),2017-04-05,16:00:00,EDT,,32.22516,17.79697,46.65336
Vermont (Billing Load),2017-04-05,17:00:00,EDT,,24.3654,13.8054,34.92539
Vermont (Billing Load),2017-04-05,18:00:00,EDT,,13.94821,7.46684,20.42958
Vermont (Billing Load),2017-04-05,19:00:00,EDT,,3.37402,0.8435,5.96
Vermont (Billing Load),2017-04-05,20:00:00,EDT,,0.13388,0.13388,0.13388
Vermont (Billing Load),2017-04-05,21:00:00,EDT,,0.08902,0.08902,0.08902
Vermont (Billing Load),2017-04-05,22:00:00,EDT,,0.08873,0.08873,0.08873
Vermont (Billing Load),2017-04-05,23:00:00,EDT,,0.08838,0.08838,0.08838
Vermont (Billing Load),2017-04-06,00:00:00,EDT,,0.08796,0.08796,0.08796
Vermont (Billing Load),2017-04-06,01:00:00,EDT,,0.08751,0.08751,0.08751
Vermont (Billing Load),2017-04-06,02:00:00,EDT,,0.08706,0.08706,0.08706
Vermont (Billing Load),2017-04-06,03:00:00,EDT,,0.08668,0.08668,0.08668
Vermont (Billing Load),2017-04-06,04:00:00,EDT,,0.08643,0.08643,0.08643
Vermont (Billing Load),2017-04-06,05:00:00,EDT,,0.09027,0.09027,0.09027
Vermont (Billing Load),2017-04-06,06:00:00,EDT,,0.09022,0.09022,0.09022
Vermont (Billing Load),2017-04-06,07:00:00,EDT,,0.71368,0.71368,0.71368
Vermont (Billing Load),2017-04-06,08:00:00,EDT,,5.46488,1.36622,9.9135
Vermont (Billing Load),2017-04-06,09:00:00,EDT,,13.0759,4.39044,21.76137
Vermont (Billing Load),2017-04-06,10:00:00,EDT,,20.12417,8.06118,32.18715
Vermont (Billing Load),2017-04-06,11:00:00,EDT,,25.39571,11.00065,39.79077
Vermont (Billing Load),2017-04-06,12:00:00,EDT,,29.2059,13.95792,44.45389
Vermont (Billing Load),2017-04-06,13:00:00,EDT,,30.40986,14.96886,45.85086
Vermont (Billing Load),2017-04-06,14:00:00,EDT,,26.85924,12.57957,41.13892
Vermont (Billing Load),2017-04-06,15:00:00,EDT,,20.31032,9.4376,31.18305
Vermont (Billing Load),2017-04-06,16:00:00,EDT,,15.71432,7.5259,23.90274
Vermont (Billing Load),2017-04-06,17:00:00,EDT,,10.05095,5.11405,14.98784
Vermont (Billing Load),2017-04-06,18:00:00,EDT,,5.31154,2.05265,8.57043
Vermont (Billing Load),2017-04-06,19:00:00,EDT,,1.71306,0.42826,3.37726
Vermont (Billing Load),2017-04-06,20:00:00,EDT,,0.10944,0.10944,0.10944
Vermont (Billing Load),2017-04-06,21:00:00,EDT,,0.0756,0.0756,0.0756
Vermont (Billing Load),2017-04-06,22:00:00,EDT,,0.07401,0.07401,0.07401
Vermont (Billing Load),2017-04-06,23:00:00,EDT,,0.07248,0.07248,0.07248
Vermont (Billing Load),2017-04-07,00:00:00,EDT,,0.07102,0.07102,0.07102
Vermont (Billing Load),2017-04-07,01:00:00,EDT,,0.06951,0.06951,0.06951
Vermont (Billing Load),2017-04-07,02:00:00,EDT,,0.06792,0.06792,0.06792
Vermont (Billing Load),2017-04-07,03:00:00,EDT,,0.06622,0.06622,0.06622
Vermont (Billing Load),2017-04-07,04:00:00,EDT,,0.06454,0.06454,0.06454
Vermont (Billing Load),2017-04-07,05:00:00,EDT,,0.08812,0.08812,0.08812
Vermont (Billing Load),2017-04-07,06:00:00,EDT,,0.08738,0.08738,0.08738
Vermont (Billing Load),2017-04-07,07:00:00,EDT,,0.74498,0.74498,0.74498
Vermont (Billing Load),2017-04-07,08:00:00,EDT,,6.82098,3.90826,9.73371
Vermont (Billing Load),2017-04-07,09:00:00,EDT,,21.42545,16.49592,26.35498
Vermont (Billing Load),2017-04-07,10:00:00,EDT,,33.24972,23.79906,42.70039
Vermont (Billing Load),2017-04-07,11:00:00,EDT,,41.39005,27.38248,55.39761
Vermont (Billing Load),2017-04-07,12:00:00,EDT,,43.99809,28.51982,59.47635
Vermont (Billing Load),2017-04-07,13:00:00,EDT,,44.29725,29.59197,59.00252
Vermont (Billing Load),2017-04-07,14:00:00,EDT,,42.55002,28.08816,57.01188
Vermont (Billing Load),2017-04-07,15:00:00,EDT,,40.2824,25.24802,55.31677
Vermont (Billing Load),2017-04-07,16:00:00,EDT,,34.56692,19.38485,49.749
Vermont (Billing Load),2017-04-07,17:00:00,EDT,,24.91502,13.80128,36.02876
Vermont (Billing Load),2017-04-07,18:00:00,EDT,,13.49759,6.19151,20.80368
Vermont (Billing Load),2017-04-07,19:00:00,EDT,,3.33958,0.8349,6.43142
Vermont (Billing Load),2017-04-07,20:00:00,EDT,,0.13864,0.13864,0.13864
Vermont (Billing Load),2017-04-07,21:00:00,EDT,,0.07809,0.07809,0.07809
Vermont (Billing Load),2017-04-07,22:00:00,EDT,,0.08047,0.08047,0.08047
Vermont (Billing Load),2017-04-07,23:00:00,EDT,,0.08237,0.08237,0.08237
Vermont (Billing Load),2017-04-08,00:00:00,EDT,,0.0838,0.0838,0.0838
Vermont (Billing Load),2017-04-08,01:00:00,EDT,,0.08496,0.08496,0.08496
Vermont (Billing Load),2017-04-08,02:00:00,EDT,,0.08589,0.08589,0.08589
Vermont (Billing Load),2017-04-08,03:00:00,EDT,,0.08666,0.08666,0.08666
Vermont (Billing Load),2017-04-08,04:00:00,EDT,,0.0874,0.0874,0.0874
Vermont (Billing Load),2017-04-08,05:00:00,EDT,,0.08954,0.08954,0.08954
Vermont (Billing Load),2017-04-08,06:00:00,EDT,,0.08901,0.08901,0.08901
Vermont (Billing Load),2017-04-08,07:00:00,EDT,,0.99353,0.99353,0.99353
Vermont (Billing Load),2017-04-08,08:00:00,EDT,,8.47121,3.41988,13.52254
Vermont (Billing Load),2017-04-08,09:00:00,EDT,,23.50873,13.7729,33.24457
Vermont (Billing Load),2017-04-08,10:00:00,EDT,,33.43351,19.96523,46.9018
Vermont (Billing Load),2017-04-08,11:00:00,EDT,,43.54793,28.0356,59.06026
Vermont (Billing Load),2017-04-08,12:00:00,EDT,,53.38227,37.97355,68.79098
Vermont (Billing Load),2017-04-08,13:00:00,EDT,,57.78388,42.6947,72.87307
Vermont (Billing Load),2017-04-08,14:00:00,EDT,,56.85658,41.93251,71.78065
Vermont (Billing Load),2017-04-08,15:00:00,EDT,,52.66088,37.643,67.67876
Vermont (Billing Load),2017-04-08,16:00:00,EDT,,47.11892,31.67323,62.56462
Vermont (Billing Load),2017-04-08,17:00:00,EDT,,36.78829,21.98587,51.59071
Vermont (Billing Load),2017-04-08,18:00:00,EDT,,24.76793,14.66686,34.869
Vermont (Billing Load),2017-04-08,19:00:00,EDT,,7.01321,2.60693,11.41949
Vermont (Billing Load),2017-04-08,20:00:00,EDT,,0.24793,0.24793,0.24793
Vermont (Billing Load),2017-04-08,21:00:00,EDT,,0.09046,0.09046,0.09046
Vermont (Billing Load),2017-04-08,22:00:00,EDT,,0.09046,0.09046,0.09046
Vermont (Billing Load),2017-04-08,23:00:00,EDT,,0.09046,0.09046,0.09046
Vermont (Billing Load),2017-04-09,00:00:00,EDT,,0.09046,0.09046,0.09046
Vermont (Billing Load),2017-04-09,01:00:00,EDT,,0.09046,0.09046,0.09046
Vermont (Billing Load),2017-04-09,02:00:00,EDT,,0.09046,0.09046,0.09046
Vermont (Billing Load),2017-04-09,03:00:00,EDT,,0.09046,0.09046,0.09046
Vermont (Billing Load),2017-04-09,04:00:00,EDT,,0.09047,0.09047,0.09047
Vermont (Billing Load),2017-04-09,05:00:00,EDT,,0.09047,0.09047,0.09047
Vermont (Billing Load),2017-04-09,06:00:00,EDT,,0.09047,0.09047,0.09047
Vermont (Billing Load),2017-04-09,07:00:00,EDT,,2.77274,0.98029,4.56519
Vermont (Billing Load),2017-04-09,08:00:00,EDT,,27.5063,18.77806,36.23454
Vermont (Billing Load),2017-04-09,09:00:00,EDT,,71.18361,55.87645,86.49077
Vermont (Billing Load),2017-04-09,10:00:00,EDT,,105.39946,84.74117,126.05776
Vermont (Billing Load),2017-04-09,11:00:00,EDT,,135.12229,108.63832,161.60626
Vermont (Billing Load),2017-04-09,12:00:00,EDT,,147.73907,118.78221,176.69592
Vermont (Billing Load),2017-04-09,13:00:00,EDT,,151.63228,121.91235,181.3522
Vermont (Billing Load),2017-04-09,14:00:00,EDT,,146.56333,117.83691,175.28974
Vermont (Billing Load),2017-04-09,15:00:00,EDT,,133.28376,107.16015,159.40738
Vermont (Billing Load),2017-04-09,16:00:00,EDT,,110.17797,88.58309,131.77286
Vermont (Billing Load),2017-04-09,17:00:00,EDT,,69.75865,54.43174,85.08555
Vermont (Billing Load),2017-04-09,18:00:00,EDT,,47.70485,34.78462,60.62509
Vermont (Billing Load),2017-04-09,19:00:00,EDT,,10.89818,5.50479,16.29158
Vermont (Billing Load),2017-04-09,20:00:00,EDT,,0.27692,0.27692,0.27692
Vermont (Billing Load),2017-04-09,21:00:00,EDT,,0.06714,0.06714,0.06714
Vermont (Billing Load),2017-04-09,22:00:00,EDT,,0.06611,0.06611,0.06611
Vermont (Billing Load),2017-04-09,23:00:00,EDT,,0.06506,0.06506,0.06506
Vermont (Billing Load),2017-04-10,00:00:00,EDT,,0.06387,0.06387,0.06387
Vermont (Billing Load),2017-04-10,01:00:00,EDT,,0.0624,0.0624,0.0624
Vermont (Billing Load),2017-04-10,02:00:00,EDT,,0.06085,0.06085,0.06085
Vermont (Billing Load),2017-04-10,03:00:00,EDT,,0.05934,0.05934,0.05934
Vermont (Billing Load),2017-04-10,04:00:00,EDT,,0.05788,0.05788,0.05788
Vermont (Billing Load),2017-04-10,05:00:00,EDT,,0.07512,0.07512,0.07512
Vermont (Billing Load),2017-04-10,06:00:00,EDT,,0.07435,0.07435,0.07435
Vermont (Billing Load),2017-04-10,07:00:00,EDT,,2.43693,0.60923,4.37733
Vermont (Billing Load),2017-04-10,08:00:00,EDT,,23.46983,14.6517,32.28797
Vermont (Billing Load),2017-04-10,09:00:00,EDT,,59.20896,44.00914,74.40877
Vermont (Billing Load),2017-04-10,10:00:00,EDT,,76.54435,61.54165,91.54704
Vermont (Billing Load),2017-04-10,11:00:00,EDT,,88.78672,71.38452,106.18892
Vermont (Billing Load),2017-04-10,12:00:00,EDT,,91.57633,73.62737,109.52529
Vermont (Billing Load),2017-04-10,13:00:00,EDT,,94.60176,76.05981,113.1437
Vermont (Billing Load),2017-04-10,14:00:00,EDT,,89.99197,72.35354,107.63039
Vermont (Billing Load),2017-04-10,15:00:00,EDT,,74.9177,60.23383,89.60156
Vermont (Billing Load),2017-04-10,16:00:00,EDT,,57.37491,42.73913,72.01068
Vermont (Billing Load),2017-04-10,17:00:00,EDT,,44.9372,29.50043,60.37398
Vermont (Billing Load),2017-04-10,18:00:00,EDT,,32.07004,21.62676,42.51332
Vermont (Billing Load),2017-04-10,19:00:00,EDT,,7.21169,2.8563,11.56708
Vermont (Billing Load),2017-04-10,20:00:00,EDT,,0.2258,0.2258,0.2258
Vermont (Billing Load),2017-04-10,21:00:00,EDT,,0.04453,0.04453,0.04453
Vermont (Billing Load),2017-04-10,22:00:00,EDT,,0.04395,0.04395,0.04395
Vermont (Billing Load),2017-04-10,23:00:00,EDT,,0.0434,0.0434,0.0434
Vermont (Billing Load),2017-04-11,00:00:00,EDT,,0.04289,0.04289,0.04289
Vermont (Billing Load),2017-04-11,01:00:00,EDT,,0.04243,0.04243,0.04243
Vermont (Billing Load),2017-04-11,02:00:00,EDT,,0.04205,0.04205,0.04205
Vermont (Billing Load),2017-04-11,03:00:00,EDT,,0.04174,0.04174,0.04174
Vermont (Billing Load),2017-04-11,04:00:00,EDT,,0.0415,0.0415,0.0415
Vermont (Billing Load),2017-04-11,05:00:00,EDT,,0.04133,0.04133,0.04133
Vermont (Billing Load),2017-04-11,06:00:00,EDT,,0.04121,0.04121,0.04121
Vermont (Billing Load),2017-04-11,07:00:00,EDT,,1.16094,1.16094,1.16094
Vermont (Billing Load),2017-04-11,08:00:00,EDT,,10.7251,5.18877,16.26144
Vermont (Billing Load),2017-04-11,09:00:00,EDT,,35.79392,23.6482,47.93963
Vermont (Billing Load),2017-04-11,10:00:00,EDT,,57.20761,41.73745,72.67777
Vermont (Billing Load),2017-04-11,11:00:00,EDT,,87.45898,70.31702,104.60095
Vermont (Billing Load),2017-04-11,12:00:00,EDT,,107.82042,86.68762,128.95322
Vermont (Billing Load),2017-04-11,13:00:00,EDT,,111.95953,90.01546,133.9036
Vermont (Billing Load),2017-04-11,14:00:00,EDT,,95.83617,77.05228,114.62006
Vermont (Billing Load),2017-04-11,15:00:00,EDT,,73.17082,58.82934,87.5123
Vermont (Billing Load),2017-04-11,16:00:00,EDT,,49.37094,33.78819,64.95369
Vermont (Billing Load),2017-04-11,17:00:00,EDT,,33.71877,18.29046,49.14709
Vermont (Billing Load),2017-04-11,18:00:00,EDT,,16.46065,5.97396,26.94734
Vermont (Billing Load),2017-04-11,19:00:00,EDT,,3.69739,0.92435,7.75573
Vermont (Billing Load),2017-04-11,20:00:00,EDT,,0.19099,0.19099,0.19099
Vermont (Billing Load),2017-04-11,21:00:00,EDT,,0.04106,0.04106,0.04106
Vermont (Billing Load),2017-04-11,22:00:00,EDT,,0.04109,0.04109,0.04109
Vermont (Billing Load),2017-04-11,23:00:00,EDT,,0.04117,0.04117,0.04117
Vermont (Billing Load),2017-04-12,00:00:00,EDT,,0.04129,0.04129,0.04129
Vermont (Billing Load),2017-04-12,01:00:00,EDT,,0.04143,0.04143,0.04143
Vermont (Billing Load),2017-04-12,02:00:00,EDT,,0.04163,0.04163,0.04163
Vermont (Billing Load),2017-04-12,03:00:00,EDT,,0.04186,0.04186,0.04186
Vermont (Billing Load),2017-04-12,04:00:00,EDT,,0.0421,0.0421,0.0421
Vermont (Billing Load),2017-04-12,05:00:00,EDT,,0.04428,0.04428,0.04428
Vermont (Billing Load),2017-04-12,06:00:00,EDT,,0.04372,0.04372,0.04372
Vermont (Billing Load),2017-04-12,07:00:00,EDT,,1.10171,1.10171,1.10171
Vermont (Billing Load),2017-04-12,08:00:00,EDT,,7.2951,2.79302,11.79718
Vermont (Billing Load),2017-04-12,09:00:00,EDT,,20.12945,12.0307,28.2282
Vermont (Billing Load),2017-04-12,10:00:00,EDT,,33.20064,22.6451,43.75618
Vermont (Billing Load),2017-04-12,11:00:00,EDT,,43.31483,30.06312,56.56655
Vermont (Billing Load),2017-04-12,12:00:00,EDT,,51.31142,36.14959,66.47325
Vermont (Billing Load),2017-04-12,13:00:00,EDT,,57.65152,42.14873,73.15431
Vermont (Billing Load),2017-04-12,14:00:00,EDT,,63.11064,48.6322,77.58908
Vermont (Billing Load),2017-04-12,15:00:00,EDT,,64.99737,51.03635,78.95839
Vermont (Billing Load),2017-04-12,16:00:00,EDT,,64.92616,50.47852,79.37379
Vermont (Billing Load),2017-04-12,17:00:00,EDT,,54.25125,38.70612,69.79638
Vermont (Billing Load),2017-04-12,18:00:00,EDT,,39.62552,28.00729,51.24375
Vermont (Billing Load),2017-04-12,19:00:00,EDT,,9.71976,4.89675,14.54277
Vermont (Billing Load),2017-04-12,20:00:00,EDT,,0.35208,0.35208,0.35208
Vermont (Billing Load),2017-04-12,21:00:00,EDT,,0.04363,0.04363,0.04363
Vermont (Billing Load),2017-04-12,22:00:00,EDT,,0.04386,0.04386,0.04386
Vermont (Billing Load),2017-04-12,23:00:00,EDT,,0.04405,0.04405,0.04405
Vermont (Billing Load),2017-04-13,00:00:00,EDT,,0.0442,0.0442,0.0442
Vermont (Billing Load),2017-04-13,01:00:00,EDT,,0.04437,0.04437,0.04437
Vermont (Billing Load),2017-04-13,02:00:00,EDT,,0.04453,0.04453,0.04453
Vermont (Billing Load),2017-04-13,03:00:00,EDT,,0.04471,0.04471,0.04471
Vermont (Billing Load),2017-04-13,04:00:00,EDT,,0.04488,0.04488,0.04488
Vermont (Billing Load),2017-04-13,05:00:00,EDT,,0.0434,0.0434,0.0434
Vermont (Billing Load),2017-04-13,06:00:00,EDT,,0.04346,0.04346,0.04346
Vermont (Billing Load),2017-04-13,07:00:00,EDT,,1.70093,0.42523,3.1714
Vermont (Billing Load),2017-04-13,08:00:00,EDT,,10.42397,5.56946,15.27848
Vermont (Billing Load),2017-04-13,09:00:00,EDT,,20.02936,11.8921,28.16661
Vermont (Billing Load),2017-04-13,10:00:00,EDT,,27.73484,16.18121,39.28846
Vermont (Billing Load),2017-04-13,11:00:00,EDT,,39.39076,24.25547,54.52604
Vermont (Billing Load),2017-04-13,12:00:00,EDT,,53.2797,38.16492,68.39449
Vermont (Billing Load),2017-04-13,13:00:00,EDT,,70.24375,56.29963,84.18786
Vermont (Billing Load),2017-04-13,14:00:00,EDT,,86.2476,69.34307,103.15213
Vermont (Billing Load),2017-04-13,15:00:00,EDT,,85.72794,68.92527,102.53062
Vermont (Billing Load),2017-04-13,16:00:00,EDT,,72.00303,57.67636,86.3297
Vermont (Billing Load),2017-04-13,17:00:00,EDT,,57.87633,42.31115,73.44151
Vermont (Billing Load),2017-04-13,18:00:00,EDT,,37.26361,26.03398,48.49325
Vermont (Billing Load),2017-04-13,19:00:00,EDT,,11.22864,6.34511,16.11218
Vermont (Billing Load),2017-04-13,20:00:00,EDT,,0.53943,0.53943,0.53943
Vermont (Billing Load),2017-04-13,21:00:00,EDT,,0.0484,0.0484,0.0484
Vermont (Billing Load),2017-04-13,22:00:00,EDT,,0.0485,0.0485,0.0485
Vermont (Billing Load),2017-04-13,23:00:00,EDT,,0.04856,0.04856,0.04856
Vermont (Billing Load),2017-04-14,00:00:00,EDT,,0.04858,0.04858,0.04858
Vermont (Billing Load),2017-04-14,01:00:00,EDT,,0.04859,0.04859,0.04859
Vermont (Billing Load),2017-04-14,02:00:00,EDT,,0.04859,0.04859,0.04859
Vermont (Billing Load),2017-04-14,03:00:00,EDT,,0.04859,0.04859,0.04859
Vermont (Billing Load),2017-04-14,04:00:00,EDT,,0.04859,0.04859,0.04859
Vermont (Billing Load),2017-04-14,05:00:00,EDT,,0.04859,0.04859,0.04859
Vermont (Billing Load),2017-04-14,06:00:00,EDT,,0.04858,0.04858,0.04858
Vermont (Billing Load),2017-04-14,07:00:00,EDT,,4.34277,1.70931,6.97624
Vermont (Billing Load),2017-04-14,08:00:00,EDT,,29.89682,19.96222,39.83142
Vermont (Billing Load),2017-04-14,09:00:00,EDT,,70.8225,55.26087,86.38414
Vermont (Billing Load),2017-04-14,10:00:00,EDT,,100.31288,80.65156,119.97421
Vermont (Billing Load),2017-04-14,11:00:00,EDT,,129.71701,104.29247,155.14154
Vermont (Billing Load),2017-04-14,12:00:00,EDT,,146.55501,117.83023,175.2798
Vermont (Billing Load),2017-04-14,13:00:00,EDT,,154.53589,124.24685,184.82492
Vermont (Billing Load),2017-04-14,14:00:00,EDT,,153.35705,123.29907,183.41503
Vermont (Billing Load),2017-04-14,15:00:00,EDT,,143.55218,115.41595,171.68841
Vermont (Billing Load),2017-04-14,16:00:00,EDT,,126.47761,101.68799,151.26722
Vermont (Billing Load),2017-04-14,17:00:00,EDT,,91.73744,73.7569,109.71798
